VOUCHER NUMBER,AMOUNT,CHECK DATE,DEPARTMENT NAME,CONTRACT NUMBER,VENDOR NAME,CASHED
PVRF433591799,2133.84,06/18/2019,DEPT OF FLEET MGMT,24025,"OFFICE DEPOT, INC.",True
PV99111275520,839.99,04/07/2019,DEPARTMENT OF HEALTH,21974,"BARRICADE LITES, INC.",True
PV27216583089,260742.16,06/09/2019,DEPT OF FAMILY AND SUPPORT SERVICES,19539,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,True
PV27591156005,6735.25,11/25/2018,DEPT OF FAMILY AND SUPPORT SERVICES,19651,"HEARTLAND HUMAN CARE SERVICES, INC.",True
PVRF170052099,33172.88,05/25/2019,DEPT OF FAMILY AND SUPPORT SERVICES,33233,"MEDRISK, INC",True
CVIP849523939,105290.31,01/13/2018,DEPT OF COMMUNITY DEVELOPMENT,21859,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
PVCI557756741,18150.91,07/05/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,30303,"BARRICADE LITES, INC.",True
PV39895569851,12132.51,11/16/2018,DEPT OF GENERAL SERVICES,49308,MARY CRANE LEAGUE,False
PVRF537571400,30266.64,02/11/2019,DEPT OF FAMILY AND SUPPORT SERVICES,29554,"F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC",True
PV99948628757,1363.79,07/06/2019,DEPT OF FLEET MGMT,1416,"OFFICE DEPOT, INC.",True
PV99395250609,1811.04,11/14/2019,DEPARTMENT OF HEALTH,32909,ADVANCE AUTO CENTER,True
PV27018646815,5196.71,03/16/2018,DEPT OF GENERAL SERVICES,24027,PRIMO CENTER FOR WOMEN AND CHILDREN,True
PV39121920048,29873.55,04/19/2018,DEPARTMENT OF WATER MANAGEMENT,27914,CHICAGO YOUTH CENTERS,True
PV39778942842,1885.91,01/24/2018,DEPARTMENT OF LAW,25098,"OAKK CONSTRUCTION COMPANY, INC",True
PVRF490060265,3153.78,11/30/2018,DEPT OF GENERAL SERVICES,15257,"ARROW MESSENGER SERVICES, INC.",False
CVIP498663015,360.86,10/28/2018,DEPT OF GENERAL SERVICES,22875,"OFFICE DEPOT, INC.",True
PVCI726765911,6888.18,10/09/2018,DEPT OF FAMILY AND SUPPORT SERVICES,49308,"VCNA PRAIRIE ILLINOIS, INC.",True
PV27744183826,63655.11,07/19/2018,DEPARTMENT OF REVENUE,21860,"SUMIT CONSTRUCTION CO., INC.",True
PV39737222504,3182.96,09/12/2019,DEPT OF FAMILY AND SUPPORT SERVICES,75071,JOHNSON PIPE & SUPPLY COMPANY INC,True
PV99666655695,13709.45,01/13/2018,DEPT OF BUSINESS & INFORMATION SERVICES,66942,AIR ONE EQUIPMENT INC,True
PVRF434250856,21335.47,10/06/2018,DEPARTMENT OF HEALTH,58539,"CDW GOVERNMENT, LLC.",True
CVIP808586644,32316.61,12/28/2018,DEPARTMENT OF CULTURAL AFFAIRS,102621,CHICAGO COMMONS ASSOCIATION 02,True
CVIP067519093,2585.7,01/10/2019,DEPT OF FLEET MGMT,30015,"INGRAM LIBRARY SERVICES, INC",True
PV27560824432,1140.92,10/06/2019,DEPT OF FAMILY AND SUPPORT SERVICES,21974,"TERRACON CONSULTANTS, INC.",True
PV27949042749,46082.17,10/21/2019,FIRE DEPARTMENT,28775,THRESHOLDS,True
PVCI559980193,12.31,06/19/2019,DEPT OF STREETS & SANITATION,14731,HERTZ VEHICLES LLC,True
PVCI518728981,442.9,05/21/2019,CHICAGO PUBLIC LIBRARY,15257,"SAFELITE FULFILLMENT, INC.",True
PV99757188961,1572.89,02/08/2018,DEPT OF STREETS & SANITATION,30301,"GRAYBAR ELECTRIC COMPANY, INC",True
CVIP818005576,5739.89,04/29/2019,DEPT OF COMMUNITY DEVELOPMENT,41933,"EASTER SEALS METROPOLITAN CHICAGO, INC.",True
PVRF217065967,330662.91,06/01/2018,DEPT OF AVIATION,3718,"F.H. PASCHEN S.N. NIELSEN & ASSOCIATES, LLC",True
PV99321458581,4807.31,03/03/2019,DEPT OF GENERAL SERVICES,49569,OLIVE BRANCH MISSION,True
PVCI362098966,557.28,07/18/2018,DEPT OF FLEET MGMT,30586,"OFFICE DEPOT, INC.",True
CVIP055953469,6123.1,09/18/2018,DEPARTMENT OF FINANCE,30298,HIGHWAY SAFETY CORPORATION.,True
CVIP814966768,31.21,06/01/2018,DEPT OF GENERAL SERVICES,30545,WHEELS LT,True
CVIP189414689,17963.06,04/03/2019,CHICAGO PUBLIC LIBRARY,26775,AIR ONE EQUIPMENT INC,True
PV39144309751,53854.83,01/28/2018,DEPARTMENT OF WATER MANAGEMENT,19393,COMMONWEALTH. EDISON CO.,True
PV27423836772,5630.29,09/26/2018,DEPT OF GENERAL SERVICES,19550,PITNEY BOWES GLOBAL FINANCIAL,True
PV39830191497,2288480.1,09/02/2018,DEPT OF AVIATION,30300,BENCH MARK CONSTRUCTION. CO. INC,True
CVIP513641364,1666.15,11/01/2018,DEPT OF FLEET MGMT,28775,MSC INDUSTRIAL SUPPLY CO,True
PV39700381629,37.71,11/01/2019,DEPT OF GENERAL SERVICES,75071,HERTZ VEHICLES LLC,True
CVIP510063015,201111.24,11/23/2019,DEPT OF FAMILY AND SUPPORT SERVICES,61840,"CDW GOVERNMENT, LLC.",True
CVIP455647405,3215.97,09/02/2018,OFFICE FOR PEOPLE WITH DISABILITIES,5432,METROPOLITAN FAMILY SERVICE - URGENT PAYMENT - EXPEDITED PROCESSING,True
CVIP777588861,3546.88,02/22/2018,DEPT OF AVIATION,21974,JOHNSON PIPE & SUPPLY COMPANY INC,True
PV39286619703,1143.18,04/14/2019,DEPT OF FAMILY AND SUPPORT SERVICES,20074,FEDEX,True
PV27277782000,12493.53,07/15/2018,DEPARTMENT OF LAW,24027,"INGRAM LIBRARY SERVICES, INC",True
PV99104964116,24068.62,11/12/2018,DEPARTMENT OF WATER MANAGEMENT,15257,"ADA S. MC KINLEY COMMUNITY SERVICES, INC.",True
PVRF121858207,4517.74,01/11/2018,DEPT OF COMMUNITY DEVELOPMENT,47811,"KOREAN AMERICAN COMMUNITY SERVICES, INC.",True
PVRF857219948,38132.61,01/15/2019,DEPT OF BUSINESS & INFORMATION SERVICES,24932,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,True
PV39557471184,4969.68,06/16/2019,CHICAGO PUBLIC LIBRARY,74381,OZINGA READY MIX CONCRETE INC,True
PVCI664921093,77.11,07/11/2019,DEPT OF FAMILY AND SUPPORT SERVICES,T26824,AZTEC SUPPLY CORPORATION,True
PV39146066857,30913.79,01/09/2018,DEPT OF FAMILY AND SUPPORT SERVICES,73158,AT&T CORP,False
PV27190514452,12487.64,05/16/2019,DEPT OF FAMILY AND SUPPORT SERVICES,19651,AMERICAN EXPRESS TRAVEL RELATE,True
PV27813741169,1802.11,06/16/2018,DEPT OF FAMILY AND SUPPORT SERVICES,24835,NESTLE WATERS NORTH AMERICA,False
PVRF196331888,320.34,09/09/2019,DEPT OF FAMILY AND SUPPORT SERVICES,41932,"OFFICE DEPOT, INC.",True
PV99001150508,2275.51,10/22/2018,DEPARTMENT OF WATER MANAGEMENT,28296,ADVANCE AUTO CENTER,True
CVIP660631725,17236.09,02/12/2018,DEPT OF BUSINESS & INFORMATION SERVICES,33232,OZINGA READY MIX CONCRETE INC,True
PVCI101193499,18354.36,10/16/2018,DEPT OF GENERAL SERVICES,33461,JOHNSON PIPE & SUPPLY COMPANY INC,True
PVRF422331449,16470.35,11/11/2018,DEPT OF GENERAL SERVICES,26901,DELL MARKETING LP.,True
CVIP976883213,1415.74,03/15/2018,DEPARTMENT OF HEALTH,15257,OLIVE BRANCH MISSION,True
PV39576313504,2109.6,05/31/2019,DEPT OF GENERAL SERVICES,21974,OPEN DOOR CLINIC OF GREATER ELGIN,True
CVIP455461947,3796.25,06/19/2018,DEPT OF FAMILY AND SUPPORT SERVICES,26588,"ONE CALL MEDICAL, INC. - DBA ONE CALL CARE DIAGNOSTICS",True
PVRF526183175,1176760.75,02/26/2018,DEPARTMENT OF WATER MANAGEMENT,49569,BENCH MARK CONSTRUCTION. CO. INC,True
PVCI152771925,2691.47,01/02/2018,DEPT OF FAMILY AND SUPPORT SERVICES,31999,"INGRAM LIBRARY SERVICES, INC",False
PV27410181413,68.83,03/11/2018,DEPT OF GENERAL SERVICES,14731,NORTHSHORE UNIVERSITY HEALTHSYSTEM MEDICAL GROUP,True
PVCI089885744,13996.26,03/12/2018,DEPT OF FAMILY AND SUPPORT SERVICES,15451,MSC INDUSTRIAL SUPPLY CO,True
PV99729474821,16225.34,11/11/2018,FIRE DEPARTMENT,25098,OLIVE BRANCH MISSION,True
PV99622141717,1302.5,05/22/2018,DEPARTMENT OF HEALTH,29937,"MIDWEST ORTHOPAEDICS AT RUSH, LLC",True
PVCI681264414,673.51,04/02/2019,DEPT OF GENERAL SERVICES,19651,SCR MEDICAL TRANSPORTATIONS INC LS,True
PV27709088145,15917.14,05/18/2018,DEPARTMENT OF WATER MANAGEMENT,20074,MSC INDUSTRIAL SUPPLY CO,True
PV27914093576,175074.41,01/24/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,1416,WORLD FUEL SERVICES INC,True
PV27378338971,2498.75,06/16/2019,DEPT OF FAMILY AND SUPPORT SERVICES,61840,"CDW GOVERNMENT, LLC. - URGENT REISSUE - REPLACEMENT CHECK",True
CVIP923737985,84.92,09/14/2019,DEPT OF AVIATION,28775,WHEELS LT,True
PVRF173117488,23818.26,06/27/2019,DEPT OF STREETS & SANITATION,49569,"RICONDO & ASSOCIATES, INC.",True
PV39700351200,56100.34,07/23/2018,DEPT OF FAMILY AND SUPPORT SERVICES,24025,"CHICAGO UNITED INDUSTRIES, LIMITED",True
PV27113369103,939353.37,08/12/2019,DEPT OF GENERAL SERVICES,T26824,CHICAGO TRANSITY AUTHORITY.,True
PVCI844487301,3606.39,01/12/2018,DEPT OF FAMILY AND SUPPORT SERVICES,28820,MICHAEL REESE RESEARCH & EDUCATION FOUNDATION,True
PV99235053764,128590.0,04/08/2018,DEPARTMENT OF WATER MANAGEMENT,15257,COMMONWEALTH. EDISON CO.,True
PV99005998323,14543.28,07/05/2018,DEPT OF FAMILY AND SUPPORT SERVICES,33371,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,True
PV99965827590,66772.06,06/30/2018,DEPT OF GENERAL SERVICES,28364,"MCDONAGH DEMOLITION, INC.",True
PVCI030936023,81.71,07/14/2018,DEPT OF AVIATION,T27781,HERTZ VEHICLES LLC,True
CVIP801502974,580.93,02/05/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,28295,"OFFICE DEPOT, INC.",True
PV27214471656,153.71,05/12/2018,DEPT OF FAMILY AND SUPPORT SERVICES,24025,"OFFICE DEPOT, INC.",True
PV39810476513,2715.77,07/30/2019,DEPARTMENT OF WATER MANAGEMENT,24835,PUERTO RICAN CULTURAL CENTER,True
CVIP586884051,110725.25,07/15/2019,DEPT OF BUSINESS & INFORMATION SERVICES,102621,HIGHWAY SAFETY CORPORATION.,True
PV27203906487,214.81,11/10/2018,DEPT OF FAMILY AND SUPPORT SERVICES,67510,GREATER ILLINOIS TITLE COMPANY,True
PV27696866635,996.42,11/17/2018,OFFICE OF EMERGENCY COMMUNICATION,15257,KOAL ENTERPRISES INC,True
PV39524012458,392.67,01/30/2019,FIRE DEPARTMENT,27914,"OFFICE DEPOT, INC.",False
PV27086847287,6537.55,05/06/2019,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,25098,"LANDRUM & BROWN, INC",True
PV39013327363,12352.96,07/07/2018,DEPT OF FAMILY AND SUPPORT SERVICES,24026,JOHNSON PIPE & SUPPLY COMPANY INC,True
CVIP267717019,390.64,02/19/2019,DEPT OF GENERAL SERVICES,40336,UNITED PARCEL SERVICE 01,True
CVIP601613724,6069.89,09/15/2019,OHARE MODERNIZATION PROJECT,3718,"BUS & TRUCK OF CHICAGO, INC",True
CVIP866758950,6464.26,11/20/2019,DEPARTMENT OF BUILDINGS,19847,CANON SOLUTIONS AMERICA INC,True
CVIP787316710,6456.62,10/16/2019,DEPT OF GENERAL SERVICES,19542,"CHICAGO UNITED INDUSTRIES, LIMITED",True
PV27082752382,4728.68,07/01/2019,DEPT OF AVIATION,21859,HOWARD BROWN HEALTH CENTER,True
PVRF723214893,2931.55,01/25/2018,DEPT OF BUSINESS & INFORMATION SERVICES,46305,PUERTO RICAN CULTURAL CENTER,True
PV99397508951,10427.27,10/19/2018,DEPT OF AVIATION,24932,ONWARD NEIGHBORHOOD HOUSE,True
PV99501555353,879877.51,03/28/2019,DEPT OF FAMILY AND SUPPORT SERVICES,T26824,"F.H. PASCHEN S.N. NIELSEN & ASSOCIATES, LLC",True
PVRF308606888,31819.8,01/25/2018,DEPT OF GENERAL SERVICES,58539,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,True
PVCI732455585,3184.83,11/21/2019,DEPARTMENT OF BUILDINGS,29554,MIDLAND ORTHOPEDIC ASSOCIATES 01 - PRIORITY PAYMENT - IMMEDIATE RELEASE,True
CVIP344797269,4617.51,10/13/2018,DEPT OF STREETS & SANITATION,30586,CATHOLIC BISHOP OF CHICAGO - ST. SABINA CHURCH,True
PVCI297522292,18718.78,03/20/2019,DEPT OF FLEET MGMT,30586,"MCDONAGH DEMOLITION, INC.",True
PVCI079681331,21006.48,01/31/2019,DEPARTMENT OF HEALTH,75071,"CHICAGO UNITED INDUSTRIES, LIMITED",True
CVIP931171054,134.83,06/01/2018,DEPT OF BUSINESS & INFORMATION SERVICES,30015,AT & T 09,True
PV99860468843,532.11,10/16/2019,DEPT OF FLEET MGMT,47754,AZTEC SUPPLY CORPORATION,True
PV99972489435,45.13,10/17/2019,DEPT OF FAMILY AND SUPPORT SERVICES,33717,HERTZ VEHICLES LLC,True
PV39338726353,181.45,05/29/2018,DEPT OF GENERAL SERVICES,33233,"OFFICE DEPOT, INC.",True
PV99169627955,92529.97,05/19/2019,DEPT OF AVIATION,32909,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,True
PVRF899452007,191056.69,05/15/2019,DEPT OF FAMILY AND SUPPORT SERVICES,36561,G & V CONSTRUCTION CO INC,True
PV27554023497,87938.83,07/01/2019,DEPT OF GENERAL SERVICES,30014,"NEIGHBORHOOD HOUSING SERVICES CHICAGO, INC.",True
PVRF325585286,515.3,10/12/2019,DEPT OF GENERAL SERVICES,29709,CEPAMERICA ILLINOIS LLP,True
PVCI478834800,78433.64,01/03/2019,DEPT OF FAMILY AND SUPPORT SERVICES,28775,CAROLE ROBERTSON CENTER FOR LEARNING,True
PV99650411724,16022.34,04/08/2019,DEPT OF GENERAL SERVICES,5432,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
PVCI780513988,161082.29,03/20/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,30871,"CITY ESCAPE GARDEN & DESIGN,LLC",True
PVRF253025636,689493.55,02/13/2019,DEPT OF AVIATION,29742,KENNY CONSTRUCTION COMPANY,True
CVIP926863407,79148.69,09/06/2018,DEPARTMENT OF WATER MANAGEMENT,91165,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
PVRF251623393,3784.43,03/12/2019,FIRE DEPARTMENT,25098,"VCNA PRAIRIE ILLINOIS, INC.",True
PV27781274057,46700.91,05/11/2018,DEPT OF AVIATION,47144,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
PV27574752609,2331.88,08/12/2019,DEPT OF FAMILY AND SUPPORT SERVICES,14731,"OFFICE DEPOT, INC.",True
PV39878901168,8684.62,01/28/2018,DEPT OF FLEET MGMT,28364,CORNERSTONE COMMUNITY OUTREACH,False
CVIP304556845,6742.3,03/07/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,29742,A SAFE HAVEN FOUNDATION,True
PV39582254492,22321.18,04/19/2019,DEPT OF GENERAL SERVICES,49569,"ANCHOR MECHANICAL, INC",True
PV99554473283,6109.76,09/15/2019,DEPT OF GENERAL SERVICES,65749,"MIDWEST ORTHOPAEDICS AT RUSH, LLC",True
PV39270833559,47166.1,01/04/2019,DEPT OF FAMILY AND SUPPORT SERVICES,DV,PRIME SOLUTIONS GROUP,True
PVRF985739001,797.95,02/09/2019,DEPARTMENT OF HEALTH,20293,"URLAUB, BOWEN & ASSOCIATES. INC.",True
PV39155725556,6714.61,03/24/2019,DEPT OF FAMILY AND SUPPORT SERVICES,24835,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,False
PV39593602821,2897.86,03/03/2018,DEPARTMENT OF WATER MANAGEMENT,27914,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,True
PV27441158691,7995.9,07/06/2018,DEPT OF FAMILY AND SUPPORT SERVICES,30871,HERC RENTALS INC,True
PV99407868463,29344.7,11/18/2018,DEPARTMENT OF FINANCE,29709,METROPOLITAN FAMILY SERVICE,True
PVRF749406829,110796.08,06/10/2019,DEPT OF FAMILY AND SUPPORT SERVICES,41933,"EASTER SEALS METROPOLITAN CHICAGO, INC.",True
PVCI834908539,1781.15,06/09/2019,DEPT OF FAMILY AND SUPPORT SERVICES,47754,AT&T CORP,True
PV99414413691,981.26,09/10/2019,DEPT OF AVIATION,DV,JOHNSON PIPE & SUPPLY COMPANY INC,True
PV39571810399,64129.32,11/08/2018,DEPT OF BUSINESS & INFORMATION SERVICES,21974,"SUMIT CONSTRUCTION CO., INC.",True
PVCI373085605,936867.54,04/20/2018,DEPARTMENT OF HEALTH,20074,CHICAGO TRANSITY AUTHORITY.,True
PVCI675091034,6145.51,06/20/2018,DEPARTMENT OF WATER MANAGEMENT,30545,"ERIE FAMILY HEALTH CENTER, INC.",True
PV27735717149,6196.92,03/19/2018,DEPT OF FLEET MGMT,29937,ADVANCE AUTO CENTER,True
PV99965166016,20945.26,06/18/2018,DEPT OF AVIATION,21859,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,True
PV27599065261,785.74,05/13/2018,DEPT OF GENERAL SERVICES,33461,"OFFICE DEPOT, INC.",True
PVRF762802808,18587.16,05/02/2018,DEPARTMENT OF LAW,19847,"WELCH BROTHERS, INC",True
CVIP885695779,127026.7,04/16/2019,DEPT OF FAMILY AND SUPPORT SERVICES,73158,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
PVCI748401455,8176.12,11/21/2019,DEPARTMENT OF POLICE,65749,"HENRY FRERK SONS, INC.",True
CVIP238908263,4728.58,10/29/2019,DEPT OF AVIATION,24027,CITY UTILITY EQUIPMENT SALES & LEASING COMPANY,True
PVCI257167535,19405.83,10/12/2018,DEPT OF BUSINESS & INFORMATION SERVICES,75071,SAFER FOUNDATION,True
PV27556610558,25177.25,01/13/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,30986,"TRINITY UNITED CHURCH OF CHRIST CHILD CARE CENTERS, INC",True
PV99277329803,149667.6,12/27/2018,DEPT OF FLEET MGMT,19847,"CDW GOVERNMENT, LLC.",True
PV99086928744,4013.78,05/28/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,33461,RUSH UNIVERSITY MEDICAL CENTER,True
PV27332846086,24.04,10/10/2018,DEPT OF GENERAL SERVICES,51904,HERTZ VEHICLES LLC,True
PV27157108338,66.77,10/28/2019,DEPT OF COMMUNITY DEVELOPMENT,30300,SCR MEDICAL TRANSPORTATIONS INC LS,True
CVIP760855615,100.52,05/13/2018,DEPT OF STREETS & SANITATION,26901,WHEELS LT,True
PV39660928059,1593.39,11/19/2019,DEPARTMENT OF LAW,29742,"OFFICE DEPOT, INC.",True
CVIP932239834,16576.49,07/12/2018,CHICAGO PUBLIC LIBRARY,74381,"IT TAKES A VILLAGE CHILD CARE SERVICES, INC",True
PV99912253863,19327.77,08/11/2018,DEPT OF AVIATION,32564,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,True
PVCI746410383,18257.83,12/05/2018,DEPT OF COMMUNITY DEVELOPMENT,21974,SERVICE SANITATION,True
PV27850190753,4261.57,10/09/2019,DEPARTMENT OF WATER MANAGEMENT,30298,"OFFICE DEPOT, INC.",True
CVIP764905896,42.26,08/31/2019,DEPT OF STREETS & SANITATION,28466,"OFFICE DEPOT, INC.",True
CVIP976887973,15465.42,12/20/2018,DEPARTMENT OF WATER MANAGEMENT,25098,"SILK SCREEN EXPRESS, INC.",True
PV39909233594,105839.36,06/28/2018,DEPT OF GENERAL SERVICES,19847,"CHINESE AMERICAN SERVICE LEAGUE, INC.",True
PV27593281307,3108.31,02/06/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,26313,"INGRAM LIBRARY SERVICES, INC - PRIORITY PAYMENT - IMMEDIATE RELEASE",True
CVIP519259598,1320.75,05/20/2018,DEPARTMENT OF WATER MANAGEMENT,73156,"BUS & TRUCK OF CHICAGO, INC",True
PV27574597817,1025.89,09/08/2018,DEPARTMENT OF CULTURAL AFFAIRS,21859,"OFFICE DEPOT, INC.",True
PV99110266171,64.43,05/28/2019,DEPT OF STREETS & SANITATION,69568,"OFFICE DEPOT, INC.",True
PV27988261183,6308.37,03/17/2019,DEPARTMENT OF HEALTH,17739,HERC RENTALS INC,True
PVCI840118284,9415.64,08/07/2019,DEPT OF AVIATION,17739,PHALANX FAMILY SERVICES,True
PV39590780110,608.67,12/26/2018,DEPARTMENT OF CULTURAL AFFAIRS,40769,"OFFICE DEPOT, INC.",True
PV39451092738,4892.89,08/28/2018,DEPT OF AVIATION,21974,HERC RENTALS INC,True
PV27534995411,7432755.8,06/07/2019,FIRE DEPARTMENT,29554,CHICAGO TRANSITY AUTHORITY.,True
PVRF530111360,67293.67,06/07/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,20074,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
CVIP476623600,4945.31,02/10/2019,DEPT OF BUSINESS & INFORMATION SERVICES,33371,C & C COMMUNICATIONS,True
PV27699933583,4542.36,10/12/2018,DEPARTMENT OF ENVIROMENT,22875,ENTERPRISE LEASING CO OF CHICAGO - PRIORITY PAYMENT - EXECUTIVE APPROVAL,True
PVCI965553968,1076.62,05/10/2019,DEPT OF FAMILY AND SUPPORT SERVICES,32528,NORTHWESTERN MED. FAC. FOUNDATION,True
PVCI940697804,209496.86,08/09/2019,DEPT OF GENERAL SERVICES,T27781,"SKYTECH ENTERPRISES, LIMITED",True
PV27023517273,146787.79,10/09/2019,DEPARTMENT OF FINANCE,61840,AT&T CORP,True
PV27884571678,41860.29,08/01/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,30298,ERIE NEIGHBORHOOD HOUSE,True
PV39088294457,1181.8,05/21/2019,DEPT OF GENERAL SERVICES,20293,PEOPLE'S GAS LIGHTS & COKE COOK FLEET|CLEANED-UP,True
PVCI643816063,12236.03,07/30/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,102621,BACK OF THE YARDS NEIGHBORHOOD COUNCIL - URGENT PAYMENT - EXPEDITED PROCESSING,True
CVIP652792943,118.75,02/06/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,19651,HERTZ VEHICLES LLC,True
PVCI003768077,203876.2,01/14/2018,DEPT OF FAMILY AND SUPPORT SERVICES,30298,"GLOBETROTTERS ENGINEERING CORPORATION, ATTN: DAVID FELLER",True
PV27761407785,132016.44,01/26/2018,DEPARTMENT OF HEALTH,26775,PAN-OCEANIC ENGINEERING CO INC,True
PVCI764429857,3693.67,07/12/2018,CHICAGO PUBLIC LIBRARY,19847,"SILK SCREEN EXPRESS, INC.",True
CVIP479449535,11453.63,08/13/2018,DEPT OF FAMILY AND SUPPORT SERVICES,65749,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
CVIP805933286,5980.64,05/13/2019,OHARE MODERNIZATION PROJECT,40769,"TPA NETWORK, INC C/O",True
PV27512230495,30327.11,10/11/2019,DEPT OF FLEET MGMT,21860,UNIVERSITY OF CHICAGO 03,True
CVIP898250352,29832.88,07/31/2019,DEPARTMENT OF WATER MANAGEMENT,30014,ENTERPRISE LEASING CO OF CHICAGO,True
PV27723166128,25491.94,12/22/2018,DEPT OF GENERAL SERVICES,31999,RUSH UNIVERSITY MEDICAL CENTER,True
PV99145361321,420.7,05/27/2019,DEPT OF BUSINESS & INFORMATION SERVICES,24026,"OFFICE DEPOT, INC.",True
PV99579916289,190229.49,02/28/2018,DEPARTMENT OF WATER MANAGEMENT,31999,JOHNSON PIPE & SUPPLY COMPANY INC,False
PVRF519713995,1187.56,09/07/2018,DEPARTMENT OF WATER MANAGEMENT,33233,JOHNSON PIPE & SUPPLY COMPANY INC,True
PV39478326118,81621.83,12/13/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,41708,PEOPLE'S GAS LIGHTS & COKE COOK FLEET|CLEANED-UP,True
PVRF973329054,3656.11,02/10/2018,DEPT OF FAMILY AND SUPPORT SERVICES,21974,HIGHWAY SAFETY CORPORATION.,True
CVIP369803478,324996.09,12/10/2018,DEPT OF GENERAL SERVICES,32230,AT&T CORP,True
PVCI332685536,738.44,08/25/2019,DEPARTMENT OF HEALTH,28775,MERCYWORKS OCCUPATIONAL MEDICINE,True
PVCI555351142,59448.02,04/16/2018,DEPT OF FAMILY AND SUPPORT SERVICES,29937,DMJM AVIATION PARTNERS,True
PV99199030644,89089.51,10/27/2018,DEPARTMENT OF HEALTH,58539,"RICONDO & ASSOCIATES, INC.",True
PV39910000621,7176.21,07/17/2019,DEPT OF FAMILY AND SUPPORT SERVICES,19755,"HEARTLAND HUMAN CARE SERVICES, INC.",True
PV27757524064,3776.68,09/21/2019,DEPT OF FAMILY AND SUPPORT SERVICES,19847,"VCNA PRAIRIE ILLINOIS, INC.",True
CVIP438009020,53.96,07/04/2018,CHICAGO PUBLIC LIBRARY,75071,PV HOLDING CORP,True
CVIP349798473,456.31,10/18/2018,DEPARTMENT OF HEALTH,47811,"OFFICE DEPOT, INC.",True
CVIP399616726,88.83,04/12/2018,DEPT OF GENERAL SERVICES,21860,HERTZ VEHICLES LLC,True
CVIP737534986,21.26,08/25/2019,DEPT OF GENERAL SERVICES,30303,WHEELS LT,True
PVCI128838365,35522.8,04/19/2019,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,19550,METROPOLITAN FAMILY SERVICE,True
PV39810994561,1456.77,10/29/2018,DEPT OF BUSINESS & INFORMATION SERVICES,15451,MIDWEST ORTHOPAEDIC CONSULTANT,True
PV99506230539,97.3,11/10/2019,DEPT OF FAMILY AND SUPPORT SERVICES,28364,WHEELS LT,True
PV99511783807,10909.78,07/15/2019,DEPT OF AVIATION,46305,AT&T CORP,False
PVRF309373042,2268.66,09/03/2019,DEPT OF AVIATION,3718,SERVICE SANITATION,True
CVIP751861957,251221.15,11/03/2018,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,47754,GENUINE PARTS COMPANY,True
PV27698015438,744.69,06/27/2018,DEPT OF FAMILY AND SUPPORT SERVICES,12687,"PROGRESSIVE INDUSTRIES, INC.",True
CVIP885696017,13.87,12/21/2018,DEPT OF GENERAL SERVICES,40336,HERTZ VEHICLES LLC,True
CVIP800326736,1377.42,05/23/2018,DEPARTMENT OF WATER MANAGEMENT,61840,SECRETARY OF STATE,True
PVRF378547387,2565.12,06/28/2019,DEPT OF BUSINESS & INFORMATION SERVICES,14731,PRIMO CENTER FOR WOMEN AND CHILDREN,True
PVRF817345380,62717.23,05/13/2018,DEPT OF GENERAL SERVICES,30586,"CHRISTOFANO EQUIPMENT CO., INC.",True
PV27731603410,221056.56,12/05/2018,DEPARTMENT OF LAW,32528,"CDW GOVERNMENT, LLC.",True
PV99770139116,1058.25,10/24/2018,DEPARTMENT OF CULTURAL AFFAIRS,24835,SERVICE SANITATION,True
